Event Id,Event Date,Location,Country,Airport Name,Injury Severity,Aircraft damage,Aircraft Category,Make,Model,Amateur Built,Number of Engines,Engine Type,Purpose of flight,Air carrier,Total Fatal Injuries,Total Serious Injuries,Total Minor Injuries,Total Uninjured,Weather Condition,Broad phase of flight,City,State,Year,Month,Day,Number of Passengers,Survival rate
20141014X20105,2014-10-09,"Cordova, AK",United States,,Non-Fatal,Substantial,Airplane,Piper,PA 18-150,No,1.0,Reciprocating,Business,FEJES GUIDE SERVICE LTD,0.0,0.0,0.0,2.0,VMC,,Cordova, AK,2014,10,9,2.0,1.0
20141016X45532,2014-10-15,"Denver, CO",United States,DENVER INTL,Non-Fatal,Minor,Airplane,Raytheon  craft,HAWKER,No,2.0,Turbo Fan,Business,Eaton Metals,0.0,0.0,0.0,3.0,VMC,,Denver, CO,2014,10,15,3.0,1.0
20141024X40111,2014-10-24,"Harper, TX",United States,,Non-Fatal,Substantial,Helicopter,Robinson,R44,No,1.0,Reciprocating,Business,Philip Johnston,0.0,0.0,0.0,2.0,VMC,,Harper, TX,2014,10,24,2.0,1.0
20141118X30503,2014-11-17,"Fulton, MO",United States,ELTON HENSLEY MEMORIAL,Non-Fatal,Substantial,Airplane,Cessna,401A,No,2.0,Reciprocating,Business,HEARTLAND AIR LLC,0.0,0.0,3.0,0.0,VMC,,Fulton, MO,2014,11,17,3.0,1.0
20141203X92851,2014-12-02,"Wachula, FL",United States,WAUCHULA MUNI,Non-Fatal,Substantial,Airplane,Piper,PA-46-310P,No,1.0,Reciprocating,Business,"Jupiter Malibu, LLC",0.0,0.0,0.0,1.0,VMC,,Wachula, FL,2014,12,2,1.0,1.0
20141209X00958,2014-12-09,"Jeffrey, WY",United States,Anderson Ranch,Non-Fatal,Substantial,Airplane,Cessna,P210 - N,No,1.0,Reciprocating,Business,Allen J Head,0.0,2.0,0.0,1.0,VMC,,Jeffrey, WY,2014,12,9,3.0,1.0
20141215X02302,2014-12-12,"Springfield, MO",United States,DOWNTOWN,Non-Fatal,Substantial,Airplane,New Piper  craft,PA 32R-301T,No,1.0,Reciprocating,Business,"INTEGRITY HOME CARE, INC.",0.0,2.0,2.0,0.0,VMC,,Springfield, MO,2014,12,12,4.0,1.0
20141227X53516,2014-12-24,"Port Huron, MI",United States,St Clair County International,Fatal,Destroyed,Airplane,Piper,PA-34-200T,No,2.0,Reciprocating,Business,Pilot,1.0,0.0,0.0,0.0,IMC,,Port Huron, MI,2014,12,24,1.0,0.0
20150128X01747,2015-01-25,"Hanford, CA",United States,HANFORD MUNI,Non-Fatal,Substantial,Airplane,Flight   Gmbh,CTLS,No,1.0,Reciprocating,Business,KINGS COUNTY CA SHERIFF,0.0,0.0,0.0,2.0,VMC,,Hanford, CA,2015,1,25,2.0,1.0
20150220X72637,2015-02-20,"Lubbock, TX",United States,Lubbock Executive Airpark,Non-Fatal,Substantial,Airplane,Piper,PA 32RT-300T,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,2.0,VMC,,Lubbock, TX,2015,2,20,2.0,1.0
20150313X90544,2015-03-04,"Monroe, NC",United States,Charlotte-Monroe County,Non-Fatal,Substantial,Airplane,Beech,58,No,2.0,Reciprocating,Business,Brick Street Mutual Insurance Company,0.0,0.0,0.0,4.0,IMC,,Monroe, NC,2015,3,4,4.0,1.0
20150403X41941,2015-02-12,"Akron, OH",United States,AKRON FULTON INTL,Non-Fatal,Substantial,Airplane,Piper,PA 46-350P,No,,Reciprocating,Business,Pilot,0.0,0.0,0.0,2.0,VMC,,Akron, OH,2015,2,12,2.0,1.0
20150513X90237,2015-05-04,"Roxboro, NC",United States,PERSON COUNTY,Non-Fatal,Substantial,Airplane,Cessna,177B,No,1.0,Reciprocating,Business,Charlie Sarratt,0.0,0.0,0.0,2.0,VMC,,Roxboro, NC,2015,5,4,2.0,1.0
20150514X61132,2015-05-14,"Juntura, OR",United States,,Fatal,Substantial,Airplane,Bellanca,7GCBC,No,1.0,Reciprocating,Business,,1.0,0.0,0.0,0.0,VMC,,Juntura, OR,2015,5,14,1.0,0.0
20150518X10336,2015-05-15,"Piggott, AR",United States,Piggott Muncipal,Non-Fatal,Substantial,Airplane,Cessna,T206H,No,1.0,Reciprocating,Business,Mid Continent Aircraft Corp,0.0,1.0,0.0,0.0,VMC,,Piggott, AR,2015,5,15,1.0,1.0
20150527X90354,2015-05-27,"Port Alsworth, AK",United States,,Non-Fatal,Substantial,Airplane,Cessna,U206G,No,1.0,Reciprocating,Business,ALASKAN ADVENTURES RESTORATION THRU RECR,0.0,1.0,0.0,2.0,VMC,,Port Alsworth, AK,2015,5,27,3.0,1.0
20150707X10125,2015-07-07,"Houston, TX",United States,GEORGE BUSH INTERCONTINENTAL/H,Non-Fatal,Substantial,Airplane,Cirrus,SR22,No,1.0,Reciprocating,Business,AIRCCS LLC,0.0,2.0,0.0,0.0,VMC,,Houston, TX,2015,7,7,2.0,1.0
20150722X93738,2015-07-18,"Fairfield, NC",United States,WHITFIELD'S EAST,Non-Fatal,Substantial,Airplane,Cessna,R172K,No,1.0,Reciprocating,Business,TIM WHITFIELD AVIATION INC,0.0,0.0,0.0,2.0,VMC,,Fairfield, NC,2015,7,18,2.0,1.0
20150723X33213,2015-07-22,"Kasilof, AK",United States,,Non-Fatal,Substantial,Airplane,Cessna,U206F,No,,Reciprocating,Business,PACIFIC ALASKA SHELLFISH INC,0.0,0.0,0.0,1.0,VMC,,Kasilof, AK,2015,7,22,1.0,1.0
20150728X80758,2015-07-23,"San Antonio, TX",United States,Stinson Municipal Airport,Non-Fatal,Substantial,Airplane,Aero  mmander,100,No,1.0,Reciprocating,Business,Pilot,0.0,1.0,1.0,0.0,VMC,,San Antonio, TX,2015,7,23,2.0,1.0
20150801X43013,2015-07-24,"Baltimore, MD",United States,BALTIMORE/WASHINGTON INTL THUR,Non-Fatal,Substantial,Airplane,Israel  craft Industries,1125 WESTWIND ASTRA,No,2.0,Turbo Fan,Business,Mountain Air Services LLC,0.0,0.0,0.0,7.0,VMC,,Baltimore, MD,2015,7,24,7.0,1.0
20150807X41741,2015-08-07,"Montecito, CA",United States,,Fatal,Substantial,Airplane,Cessna,182F,No,1.0,Reciprocating,Business,Pacific Coast Flyers,2.0,0.0,0.0,0.0,VMC,,Montecito, CA,2015,8,7,2.0,0.0
20150823X74316,2015-08-22,"Carlos, TX",United States,,Non-Fatal,Substantial,Helicopter,Robinson,R44 II,No,1.0,Reciprocating,Business,PERFECT FILLER LLC,0.0,0.0,2.0,0.0,VMC,,Carlos, TX,2015,8,22,2.0,1.0
20150827X03425,2015-08-27,"Houlton, ME",United States,HOULTON INTL,Fatal,Destroyed,Airplane,Piper,PA44,No,2.0,Reciprocating,Business,GROWL INC,1.0,0.0,0.0,0.0,IMC,,Houlton, ME,2015,8,27,1.0,0.0
20150828X82523,2015-08-28,"Cheyenne, WY",United States,Cheyenne Regional/Jerry Olson,Non-Fatal,Substantial,Helicopter,Robinson,R44 II,No,1.0,Reciprocating,Business,"Submissive Air, Inc",0.0,3.0,3.0,0.0,VMC,,Cheyenne, WY,2015,8,28,6.0,1.0
20150831X30510,2015-08-28,"Las Vegas, NV",United States,McCarran International,Non-Fatal,Substantial,Airplane,Beech,C90,No,2.0,Turbo Prop,Business,,0.0,0.0,0.0,5.0,VMC,,Las Vegas, NV,2015,8,28,5.0,1.0
20150922X71447,2015-09-10,"Myakka City, FL",United States,,Non-Fatal,Substantial,Airplane,Mooney  plane,M20TN,No,1.0,Reciprocating,Business,GORDON C. DECOU,0.0,0.0,0.0,2.0,VMC,,Myakka City, FL,2015,9,10,2.0,1.0
20150923X21445,2015-09-21,"Platteville, WI",United States,PLATTEVILLE MUNI,Non-Fatal,Substantial,Airplane,Cessna,421B,No,2.0,Reciprocating,Business,,0.0,2.0,0.0,0.0,VMC,,Platteville, WI,2015,9,21,2.0,1.0
20151001X55616,2015-09-27,"Bentonville, AR",United States,BENTONVILLE MUNI/LOUISE M THAD,Non-Fatal,Substantial,Airplane,Cessna,305F,No,1.0,Reciprocating,Business,TEXAS STATE TECHNICAL COLLEGE,0.0,0.0,0.0,1.0,VMC,,Bentonville, AR,2015,9,27,1.0,1.0
20151005X93607,2015-10-05,"Cedar City, UT",United States,CEDAR CITY RGNL,Fatal,Destroyed,Airplane,Cessna,152,No,1.0,Reciprocating,Business,Upper Limit Aviation,2.0,0.0,0.0,0.0,VMC,,Cedar City, UT,2015,10,5,2.0,0.0
20151006X02643,2015-10-05,"Devine, TX",United States,,Non-Fatal,Substantial,Helicopter,Robinson,R44 II,No,1.0,Reciprocating,Business,OVER & OUT INC.,0.0,0.0,0.0,1.0,VMC,,Devine, TX,2015,10,5,1.0,1.0
20151015X00706,2015-10-14,"Hammond, LA",United States,HAMMOND NORTHSHORE RGNL,Fatal,Destroyed,Airplane,Cessna,421B,No,2.0,Reciprocating,Business,"Aero One, Inc.",2.0,0.0,0.0,0.0,VMC,,Hammond, LA,2015,10,14,2.0,0.0
20151026X43000,2015-10-26,"Weston, FL",United States,,Fatal,Substantial,Airplane,Piper,PA31,No,2.0,Reciprocating,Business,SPOHRER & DODD AVIATION LLC,1.0,1.0,0.0,1.0,VMC,,Weston, FL,2015,10,26,3.0,0.6666666666666666
20151119X83701,2015-11-06,"Atlanta, GA",United States,DeKalb-Peachtree,Non-Fatal,Substantial,Airplane,Cessna,P210,No,1.0,Turbo Prop,Business,,0.0,0.0,0.0,2.0,VMC,,Atlanta, GA,2015,11,6,2.0,1.0
20151217X50308,2015-09-03,"Arctic Village, AK",United States,,Non-Fatal,Substantial,Airplane,Dehavilland,BEAVER DHC 2 MK.1,No,1.0,Reciprocating,Business,KRUSE JEFF,0.0,0.0,0.0,1.0,VMC,,Arctic Village, AK,2015,9,3,1.0,1.0
20151229X61543,2015-12-28,"Stevensville, MD",United States,BAY BRIDGE,Non-Fatal,Substantial,Airplane,Piper,PA 46,No,1.0,Reciprocating,Business,FLY SAFELY LLC,0.0,0.0,0.0,2.0,VMC,,Stevensville, MD,2015,12,28,2.0,1.0
20160112X62304,2015-12-23,"Tahlequah, OK",United States,Tahlequah Municipal Airport,Non-Fatal,Substantial,Airplane,Beech,V35B,No,1.0,Reciprocating,Business,Beech V-35 LLC,0.0,0.0,0.0,1.0,VMC,,Tahlequah, OK,2015,12,23,1.0,1.0
20160119X45136,2015-11-11,"Grand Forks, ND",United States,GRAND FORKS INTERNATIONAL,Non-Fatal,Substantial,Airplane,Cessna,208B,No,2.0,Turbo Prop,Business,SARTEC CORP,0.0,0.0,0.0,10.0,IMC,,Grand Forks, ND,2015,11,11,10.0,1.0
20160125X83431,2016-01-19,"Wichita, KS",United States,COLONEL JAMES JABARA,Non-Fatal,Substantial,Airplane,Socata,TBM700,No,1.0,Turbo Prop,Business,Premier Furnace Specialists,0.0,0.0,0.0,2.0,VMC,,Wichita, KS,2016,1,19,2.0,1.0
20160127X52321,2016-01-27,"Bakersfield, CA",United States,Meadows Field,Non-Fatal,Substantial,Airplane,Cessna,340A,No,2.0,Reciprocating,Business,PACIFIC FBO PROPERTIES LLC,0.0,0.0,0.0,1.0,VMC,,Bakersfield, CA,2016,1,27,1.0,1.0
20160216X40423,2016-01-27,"Lawrenceville, GA",United States,GWINNETT COUNTY - BRISCOE FIEL,Non-Fatal,Substantial,Airplane,Pilatus,PC12,No,1.0,Turbo Prop,Business,"Quest Diagnostics, Inc.",0.0,0.0,0.0,1.0,VMC,,Lawrenceville, GA,2016,1,27,1.0,1.0
20160218X05331,2016-02-19,"Marshville, NC",United States,,Fatal,Substantial,Airplane,Beech,A36,No,1.0,Reciprocating,Business,,1.0,0.0,0.0,0.0,VMC,,Marshville, NC,2016,2,19,1.0,0.0
20160518X05644,2016-05-18,"Mesa, AZ",United States,FALCON FLD,Fatal,Destroyed,Airplane,North American,AT 6,No,1.0,Reciprocating,Business,,2.0,0.0,0.0,0.0,VMC,,Mesa, AZ,2016,5,18,2.0,0.0
20160518X82339,2016-04-30,"Killeen, TX",United States,SKYLARK FIELD,Non-Fatal,Substantial,Airplane,Piper,PA 31P,No,2.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Killeen, TX,2016,4,30,1.0,1.0
20160609X45739,2016-06-07,"Cahokia/St. Louis, IL",United States,ST LOUIS DOWNTOWN,Non-Fatal,Substantial,Helicopter,Robinson,R22,No,1.0,Reciprocating,Business,MY SKY LLC,0.0,0.0,0.0,2.0,VMC,,Cahokia/St. Louis, IL,2016,6,7,2.0,1.0
20160623X84139,2016-06-10,"Deming, NM",United States,Deming Municipal Airport,Non-Fatal,Substantial,Airplane,Cessna,172S,No,1.0,Reciprocating,Business,Air America Flight Center LLC,0.0,0.0,2.0,0.0,VMC,,Deming, NM,2016,6,10,2.0,1.0
20160711X32921,2016-07-11,"Hickory, KY",United States,Gravel Lot,Fatal,Substantial,Helicopter,Bell   Textron Canada,407,No,1.0,Turbo Shaft,Business,TENNESSEE VALLEY AUTHORITY,1.0,0.0,0.0,0.0,VMC,,Hickory, KY,2016,7,11,1.0,0.0
20160720X55139,2016-07-19,"Illiamna, AK",United States,,Non-Fatal,Substantial,Airplane,Cessna,A185,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,4.0,VMC,,Illiamna, AK,2016,7,19,4.0,1.0
20160721X33517,2016-08-04,"Homer, AK",United States,HOMER,Non-Fatal,Substantial,Helicopter,Robinson,R44 II,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,3.0,VMC,,Homer, AK,2016,8,4,3.0,1.0
20160724X14531,2016-07-24,"Oshkosh, WI",United States,Witmann Regional Airport,Non-Fatal,Substantial,Airplane,Bristell,E-LSA,No,1.0,Reciprocating,Business,"Sport Flying USA, Inc.",0.0,0.0,1.0,0.0,VMC,,Oshkosh, WI,2016,7,24,1.0,1.0
20160808X21820,2016-07-31,"Sleetmute, AK",United States,SLEETMUTE,Non-Fatal,Substantial,Airplane,Cessna,U206G,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,5.0,VMC,,Sleetmute, AK,2016,7,31,5.0,1.0
20160822X43925,2016-08-18,"Broussard, LA",United States,VARIABLE BOR RAM,Non-Fatal,Substantial,Helicopter,Bell,206 L4,No,1.0,Turbo Shaft,Business,Acadiana Helicopters LLC.,0.0,0.0,0.0,2.0,VMC,,Broussard, LA,2016,8,18,2.0,1.0
20160823X52304,2016-08-23,"Cokeville, WY",United States,,Non-Fatal,Substantial,Helicopter,Hiller,UH 12D,No,,,Business,WYOMING HELICOPTERS INC DBA,0.0,1.0,0.0,0.0,VMC,,Cokeville, WY,2016,8,23,1.0,1.0
20160829X54344,2016-08-17,"Sleetmute, AK",United States,Alaska Adventures Airstrip,Non-Fatal,Substantial,Airplane,Cessna,U206,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Sleetmute, AK,2016,8,17,1.0,1.0
20160830X24345,2016-08-31,"Sparks, NV",United States,Reno/Tahoe International,Fatal,Destroyed,Airplane,Beech,A36,No,1.0,Reciprocating,Business,Flying Start Aero,2.0,0.0,0.0,0.0,VMC,,Sparks, NV,2016,8,31,2.0,0.0
20160922X61244,2016-09-21,"Jackson, TN",United States,MC KELLAR-SIPES RGNL,Non-Fatal,Substantial,Airplane,Beech,B100,No,2.0,Turbo Prop,Business,,0.0,0.0,0.0,1.0,VMC,,Jackson, TN,2016,9,21,1.0,1.0
20160926X03410,2016-09-22,"San Juan, PR",United States,Fernando Dominicci Airport,Non-Fatal,Substantial,Airplane,Learjet,25,No,2.0,Turbo Jet,Business,WMG Techno-Logistic C.A.,0.0,0.0,0.0,3.0,IMC,,San Juan, PR,2016,9,22,3.0,1.0
20160927X61547,2016-09-06,"Wilson, AR",United States,,Non-Fatal,Substantial,Airplane,Tractor,AT802,No,1.0,Turbo Prop,Business,Empty Pockets Flying Service,0.0,0.0,0.0,1.0,VMC,,Wilson, AR,2016,9,6,1.0,1.0
20160928X15757,2016-09-26,"Kotzebue, AK",United States,,Non-Fatal,Substantial,Airplane,Piper,PA 18,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,IMC,,Kotzebue, AK,2016,9,26,1.0,1.0
20161006X24138,2016-10-04,"Galesburg, IL",United States,GALESBURG MUNI,Non-Fatal,Substantial,Airplane,Cessna,T182,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Galesburg, IL,2016,10,4,1.0,1.0
20161013X35806,2016-10-13,"Pawtucket, RI",United States,NORTH CENTRAL STATE,Non-Fatal,Substantial,Airplane,Cessna,525,No,2.0,Turbo Fan,Business,,0.0,0.0,0.0,6.0,IMC,,Pawtucket, RI,2016,10,13,6.0,1.0
20161013X93614,2016-10-06,"Hanna, WY",United States,,Non-Fatal,Substantial,Airplane,Piper,PA18,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,2.0,VMC,,Hanna, WY,2016,10,6,2.0,1.0
20161025X01520,2016-10-23,"Kirksville, MO",United States,KIRKSVILLE RGNL,Non-Fatal,Substantial,Airplane,Cirrus,SR22,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,2.0,VMC,,Kirksville, MO,2016,10,23,2.0,1.0
20161103X50742,2016-10-31,"Baton Rouge, LA",United States,Baton Rouge Metropolitan,Non-Fatal,Substantial,Airplane,Cirrus,SR22,No,1.0,Reciprocating,Business,Johnnie Burrows LLC,0.0,0.0,0.0,2.0,VMC,,Baton Rouge, LA,2016,10,31,2.0,1.0
20161128X10943,2016-11-22,"San Diego, CA",United States,MONTGOMERY-GIBBS EXECUTIVE,Non-Fatal,Substantial,Airplane,Curtiss Wright,TRAVEL AIR 4000,No,1.0,Reciprocating,Business,AIRCRAFT LEASING & MANAGEMENT LLC,0.0,0.0,0.0,5.0,VMC,,San Diego, CA,2016,11,22,5.0,1.0
20161205X91704,2016-12-05,"Gunnison, CO",United States,Gunnison-Crested Butte Airport,Non-Fatal,Substantial,Airplane,Cessna,Citation 500,No,2.0,Turbo Fan,Business,,0.0,0.0,0.0,1.0,VMC,,Gunnison, CO,2016,12,5,1.0,1.0
20170113X00618,2017-01-11,"Green Bay, WI",United States,GREEN BAY-AUSTIN STRAUBEL INTL,Non-Fatal,Substantial,Airplane,Cessna,182T,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Green Bay, WI,2017,1,11,1.0,1.0
20170117X15227,2017-01-16,"Howell, MI",United States,Livingston Co.,Non-Fatal,Substantial,Airplane,Textron Aviation,525C,No,2.0,Turbo Fan,Business,,0.0,0.0,1.0,0.0,VMC,,Howell, MI,2017,1,16,1.0,1.0
20170201X04529,2017-01-31,"Armstrong, TX",United States,,Non-Fatal,Substantial,Helicopter,Robinson,R22,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Armstrong, TX,2017,1,31,1.0,1.0
20170207X10221,2017-02-03,"Ellendale, MN",United States,,Non-Fatal,Substantial,Airplane,Mooney,M20C,No,1.0,Reciprocating,Business,,0.0,0.0,1.0,0.0,VMC,,Ellendale, MN,2017,2,3,1.0,1.0
20170228X14333,2017-02-27,"Bellingham, WA",United States,BELLINGHAM INTL,Non-Fatal,Substantial,Airplane,Socata,TBM700,No,1.0,Turbo Prop,Business,4197802 Manitoba Ltd.,0.0,0.0,0.0,1.0,IMC,,Bellingham, WA,2017,2,27,1.0,1.0
20170311X85300,2017-03-11,"Reno, NV",United States,RENO/TAHOE INTL,Non-Fatal,Substantial,Airplane,Piper,AEROSTAR 602P,No,2.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Reno, NV,2017,3,11,1.0,1.0
20170320X31039,2017-03-07,"Laramie, WY",United States,LARAMIE RGNL,Non-Fatal,Substantial,Airplane,Cirrus,SR22,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,3.0,VMC,,Laramie, WY,2017,3,7,3.0,1.0
20170324X05532,2017-03-24,"Marietta, GA",United States,,Fatal,Destroyed,Airplane,Cessna,500,No,2.0,Turbo Fan,Business,,1.0,0.0,0.0,0.0,VMC,,Marietta, GA,2017,3,24,1.0,0.0
20170403X04525,2017-04-01,"Key Largo, FL",United States,,Non-Fatal,Substantial,Airplane,Icon  craft,A5,No,1.0,Reciprocating,Business,Icon Flight Center East,0.0,0.0,0.0,2.0,VMC,,Key Largo, FL,2017,4,1,2.0,1.0
20170417X91628,2017-04-07,"Greensburg, IN",United States,Greensburg Municipal Airport,Non-Fatal,Substantial,Airplane,Piper,PA-22-135,No,1.0,Reciprocating,Business,Pilot,0.0,1.0,0.0,2.0,VMC,,Greensburg, IN,2017,4,7,3.0,1.0
20170508X45426,2017-05-08,"Lake Berryessa, CA",United States,,Fatal,Substantial,Airplane,Icon  craft,A5,No,1.0,Reciprocating,Business,Icon Aircraft Inc,2.0,0.0,0.0,0.0,VMC,,Lake Berryessa, CA,2017,5,8,2.0,0.0
20170526X63223,2017-05-25,"Peach Springs, AZ",United States,GRAND CANYON WEST,Non-Fatal,Substantial,Helicopter,Eurocopter,EC130,No,1.0,Turbo Shaft,Business,,0.0,0.0,0.0,1.0,VMC,,Peach Springs, AZ,2017,5,25,1.0,1.0
20170602X34531,2017-06-03,"San Carlos, CA",United States,SAN CARLOS,Non-Fatal,Substantial,Airplane,Cessna,T182,No,1.0,Reciprocating,Business,RHYS VINEYARDS LLC.,0.0,0.0,0.0,3.0,VMC,,San Carlos, CA,2017,6,3,3.0,1.0
20170604X12618,2017-06-03,"Dimmitt, TX",United States,,Fatal,Substantial,Helicopter,Robinson,R44 II,No,1.0,Reciprocating,Business,,1.0,0.0,0.0,0.0,VMC,,Dimmitt, TX,2017,6,3,1.0,0.0
20170609X40127,2017-06-09,"Douglas, WY",United States,,Non-Fatal,Substantial,Helicopter,Robinson,R44 II,No,1.0,Reciprocating,Business,,0.0,0.0,1.0,3.0,VMC,,Douglas, WY,2017,6,9,4.0,1.0
20170713X12858,2017-07-13,"Tyler, TX",United States,Tyler-Pounds Regional,Fatal,Destroyed,Airplane,Piper,PA31T,No,2.0,Turbo Prop,Business,T-210 HOLDINGS LLC,2.0,0.0,0.0,0.0,VMC,,Tyler, TX,2017,7,13,2.0,0.0
20170718X24849,2017-07-11,"Friday Harbor, WA",United States,FRIDAY HARBOR,Non-Fatal,Substantial,Airplane,Cessna,170,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Friday Harbor, WA,2017,7,11,1.0,1.0
20170718X25017,2017-06-15,"Van Nuys, CA",United States,VAN NUYS,Non-Fatal,Substantial,Airplane,Champion,7ECA,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Van Nuys, CA,2017,6,15,1.0,1.0
20170731X32913,2017-08-01,"Chandler, AZ",United States,,Non-Fatal,Minor,Airplane,lumbia  craft Mfg,LC41 550FG,No,1.0,Reciprocating,Business,Peter Spanganberg,0.0,0.0,0.0,4.0,VMC,,Chandler, AZ,2017,8,1,4.0,1.0
20170821X20801,2017-08-18,"Aniak, AK",United States,ANIAK,Non-Fatal,Substantial,Airplane,Cessna,A185,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,4.0,VMC,,Aniak, AK,2017,8,18,4.0,1.0
20170821X51710,2017-08-17,"Talkeetna, AK",United States,STEPHAN LAKE LODGE,Non-Fatal,Substantial,Airplane,Thrush,S2R,No,1.0,Turbo Prop,Business,"Glenn Air, Inc.",0.0,0.0,0.0,1.0,VMC,,Talkeetna, AK,2017,8,17,1.0,1.0
20170828X23633,2017-08-28,"Ellabell, GA",United States,,Fatal,Destroyed,Airplane,Beech,A36,No,1.0,Reciprocating,Business,,3.0,0.0,0.0,0.0,VMC,,Ellabell, GA,2017,8,28,3.0,0.0
20170905X32700,2017-09-02,"Burnet, TX",United States,,Non-Fatal,Substantial,Helicopter,Hughes,369A,No,,Turbo Shaft,Business,LYFT LLC,0.0,1.0,1.0,1.0,VMC,,Burnet, TX,2017,9,2,3.0,1.0
20170911X42141,2017-09-09,"Prairie du Chien, WI",United States,PRAIRIE DU CHIEN MUNI,Non-Fatal,Substantial,Airplane,Aviat  craft,A 1B,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Prairie Du Chien, WI,2017,9,9,1.0,1.0
20170914X44755,2017-09-09,"McKinney, TX",United States,McKinney National,Non-Fatal,Substantial,Airplane,Cessna,340,No,2.0,Reciprocating,Business,HOLUBAR PROPERTIES INC,0.0,0.0,0.0,2.0,VMC,,Mckinney, TX,2017,9,9,2.0,1.0
20170916X35842,2017-09-16,"Ancho, NM",United States,,Fatal,Destroyed,Helicopter,Bell,206L 3,No,1.0,Turbo Shaft,Business,WQRE News 13,1.0,0.0,0.0,0.0,VMC,,Ancho, NM,2017,9,16,1.0,0.0
20170925X80437,2017-09-04,"Kodiak, AK",United States,TRIDENT BASIN,Non-Fatal,Substantial,Airplane,Cessna,U206G,No,,,Business,,0.0,0.0,0.0,4.0,VMC,,Kodiak, AK,2017,9,4,4.0,1.0
20171114X52018,2017-11-12,"Grayslake, IL",United States,CAMPBELL,Non-Fatal,Substantial,Airplane,Cessna,T210N,No,1.0,Reciprocating,Business,RUNZEL BROTHERS AVIATION LLC,0.0,0.0,0.0,1.0,IMC,,Grayslake, IL,2017,11,12,1.0,1.0
20180129X74948,2018-01-29,"Farmington, PA",United States,,Non-Fatal,Substantial,Airplane,Cessna,P210N,No,1.0,Reciprocating,Business,ROMAG AIR SERVICES INC,0.0,1.0,0.0,0.0,IMC,,Farmington, PA,2018,1,29,1.0,1.0
20180214X43741,2018-02-08,"Batesville, AR",United States,BATESVILLE RGNL,Non-Fatal,Substantial,Airplane,Beech,35,No,1.0,Reciprocating,Business,,0.0,0.0,0.0,1.0,VMC,,Batesville, AR,2018,2,8,1.0,1.0
20180222X31345,2018-02-23,"Rossville, IN",United States,,Fatal,Destroyed,Airplane,Cessna,441,No,,Turbo Prop,Business,PONDEROSA AVIATION LLC,3.0,0.0,0.0,0.0,IMC,,Rossville, IN,2018,2,23,3.0,0.0
20180226X31732,2018-02-24,"Woodland, CA",United States,,Non-Fatal,Substantial,Helicopter,Robinson,R44,No,1.0,Reciprocating,Business,FLYING M AIR LLC,0.0,1.0,0.0,0.0,VMC,,Woodland, CA,2018,2,24,1.0,1.0
20180312X34739,2018-03-10,"Mount Pleasant, MI",United States,MOUNT PLEASANT MUNI,Non-Fatal,Substantial,Airplane,Learjet,31,No,2.0,Turbo Jet,Business,N500MP LLC,0.0,0.0,0.0,9.0,VMC,,Mount Pleasant, MI,2018,3,10,9.0,1.0
20180315X11140,2017-09-14,"Statesville, NC",United States,STATESVILLE RGNL,Non-Fatal,Substantial,Airplane,Beech,95 B55,No,2.0,Reciprocating,Business,92 AVIATION LLC,0.0,0.0,0.0,4.0,VMC,,Statesville, NC,2017,9,14,4.0,1.0
20180322X42204,2018-03-21,"Miami, FL",United States,,Non-Fatal,,Airplane,Gulfstream Aerospace,G V,No,2.0,Turbo Fan,Business,PEYTON HOLDINGS LLC,0.0,2.0,1.0,5.0,IMC,,Miami, FL,2018,3,21,8.0,1.0
20180427X31921,2018-04-26,"Bishop, CA",United States,Bishop,Non-Fatal,Substantial,Airplane,Gulfstream Am     mm Div,695A,No,2.0,Turbo Prop,Business,,0.0,0.0,0.0,2.0,VMC,,Bishop, CA,2018,4,26,2.0,1.0
20180430X05547,2018-04-30,"Borrego Springs, CA",United States,PALM SPRINGS INTL,Non-Fatal,Substantial,Helicopter,Robinson,R44 II,No,1.0,Reciprocating,Business,BIG BLUE CORP INC,0.0,0.0,0.0,4.0,VMC,,Borrego Springs, CA,2018,4,30,4.0,1.0
